id,age,income,score,category,region,active,joined,notes
252,72,19565.871478107078,95.93046466608388,D,South,false,2021-04-12,ok
253,25,14033.784212737748,55.19714382357644,D,North,false,2023-09-22,good
254,77,15453.492018575096,66.32083231086835,A,South,false,2024-11-18,bad
255,43,21337.79034175864,81.66006364092615,C,North,true,2023-06-14,ok
256,58,31381.181720523113,76.52149111699929,B,North,false,2020-02-29,poor
257,29,17265.379486981285,64.35765893154851,A,North,true,2022-05-07,good
258,45,15871.508416551895,67.99265553225938,C,East,false,2023-08-30,bad
259,72,23715.478865036723,49.37656287445027,A,South,false,2021-12-27,great
260,37,4737.511416882665,66.42739384038002,B,North,false,2023-11-13,bad
261,27,32261.443670591383,66.00418764986567,C,East,false,2023-07-16,poor
262,55,22016.545597773835,73.48254834439383,B,North,true,2020-05-02,poor
263,29,22737.136167705834,61.67009171771476,C,North,false,2022-10-16,bad
264,40,47504.86691182787,77.07307783817708,B,North,false,2020-11-10,great
265,50,4618.141248524969,85.19073726729744,D,South,true,2022-06-07,great
266,58,4541.137925955166,72.33143991502699,A,West,true,2021-12-03,great
267,64,27420.414679703244,75.27634612598806,A,North,true,2024-01-14,good
268,66,21901.414787725065,70.797330213668,C,South,false,2024-05-05,good
269,78,25238.895468724022,70.00126589637121,B,North,false,2022-04-23,bad
270,22,15218.975857012183,59.17662949685729,C,South,false,2022-09-08,good
271,44,37477.00932924848,NaN,A,East,false,2023-02-17,bad
272,18,46449.03989543249,68.54070102379765,C,South,true,2023-04-12,great
273,18,32441.243349496704,101.39752463395892,D,East,false,2023-03-06,ok
274,33,17878.197510593975,93.60032353712865,A,West,true,2023-12-01,bad
275,61,4079.984587871008,75.78769828834751,B,West,true,2024-11-29,good
276,82,40757.24794074416,58.55414185457849,D,East,true,2024-02-21,bad
277,73,58535.16319933721,NaN,C,East,true,2020-09-03,ok
278,64,36888.19018397556,NaN,A,West,false,2022-05-20,great
279,74,10897.471383131166,73.94123837720707,A,West,false,2022-04-22,bad
280,30,37761.12883979233,NaN,D,South,false,2022-07-18,bad
281,78,43845.341999160526,43.831210195387115,D,North,true,2022-08-23,ok
282,82,76653.68802216995,83.91157722337272,B,North,true,2023-08-04,good
283,24,10928.311220835165,76.81630507321545,B,West,true,2022-02-08,bad
284,51,18376.653976646794,53.34353973378283,D,East,false,2021-04-26,good
285,77,40047.34430920376,62.927127888250766,A,South,true,2022-04-16,ok
286,52,23061.689514220558,73.9557580653478,A,South,true,2024-04-10,ok
287,78,9010.428595680523,70.78700197534366,D,South,false,2021-07-22,ok
288,85,30690.027019720546,65.61743221294668,A,West,false,2020-02-07,great
289,52,34993.90936032321,68.44767597901058,D,East,false,2024-11-18,bad
290,22,23632.31459821732,66.22033932689672,B,West,true,2020-12-23,poor
291,42,26256.475983954555,72.28843768153703,D,South,false,2023-01-06,poor
292,33,17908.58129040944,92.07237959489736,A,South,true,2024-01-01,good
293,52,71870.64238486238,31.500123386030538,D,North,false,2021-05-16,poor
294,60,10715.496599491564,66.44724603235474,A,West,true,2021-09-13,good
295,51,13768.565214127655,NaN,A,East,false,2021-05-27,bad
296,32,22220.896542389604,74.43990984530649,C,East,false,2020-09-30,ok
297,39,44496.38470015035,64.42128128018065,C,South,false,2020-10-06,good
298,66,6648.2002898997425,43.649173262821265,D,South,true,2020-12-07,bad
299,19,7721.489773069923,74.91993225571164,A,West,true,2022-04-16,good
300,33,4314.847209826765,95.91025321246278,A,South,false,2022-08-27,ok
301,82,22610.1947844199,46.99207892625793,C,East,false,2020-01-30,poor
302,25,9003.380043794143,82.95742020547283,D,North,true,2024-03-25,poor
303,47,16193.414269396282,65.07212165315659,B,South,true,2023-05-19,bad
304,32,37387.905618259174,69.0801348125673,D,West,true,2020-05-09,ok
305,25,13184.086635308064,54.20652233944077,D,North,true,2024-03-19,ok
306,48,26503.32877389299,64.98315741466185,D,North,true,2020-02-25,ok
307,55,17335.81156880103,89.50066892048437,C,West,true,2022-10-21,great
308,30,37710.40960163571,78.7398286298156,C,South,true,2022-04-29,poor
309,23,32212.261593521453,95.98467408114917,C,South,true,2022-07-06,ok
310,27,12663.169794363035,87.66117833466541,C,East,false,2024-10-12,good
311,64,19246.386297334655,76.58630018394365,C,North,true,2024-08-20,poor
312,79,50766.639656840045,NaN,C,North,true,2021-05-24,poor
313,30,30172.96175476018,76.58489738107448,B,North,true,2022-11-25,bad
314,41,7204.278421993518,82.41982265195588,C,North,false,2024-10-18,ok
315,42,37216.014648917015,65.55143569697937,D,North,true,2023-08-24,poor
316,43,9249.377232752202,70.99818723788808,D,East,true,2024-06-09,ok
317,35,68187.08497077401,NaN,C,South,true,2022-03-05,ok
318,21,49975.04560241918,84.8437590189228,A,North,true,2021-06-01,poor
319,55,27775.46568585576,52.325445653277015,C,North,true,2022-07-21,poor
320,43,24978.88819165613,81.73525513626493,B,South,true,2024-02-01,ok
321,42,18634.57854190381,67.14023413742261,A,West,false,2024-08-23,good
322,37,37904.27422587401,87.5687064020098,A,South,true,2023-06-07,ok
323,84,16372.812510426204,81.2630348309689,C,North,true,2023-07-14,great
324,61,26594.39867617573,97.30969236470202,D,North,false,2022-07-24,bad
325,48,44247.20538124334,80.96162036707968,C,South,false,2021-08-06,ok
326,32,14052.48834069194,NaN,B,North,false,2022-02-11,great
327,75,13454.18929133375,68.99570240652699,A,West,true,2022-06-28,good
328,81,8471.879089658027,52.41989211107776,C,West,true,2024-01-29,ok
329,20,9399.594256262146,62.22580236450588,A,South,true,2022-10-11,great
330,84,5101.468665313168,92.66842649915083,D,West,false,2023-12-19,bad
331,68,39492.38040777508,79.56300716346544,D,South,true,2020-02-19,ok
332,25,93632.38850679217,59.516043571318804,D,North,false,2023-10-14,great
333,72,68889.78273430301,54.79423950339402,B,West,false,2022-07-15,good
334,25,5997.706403825274,70.49173139314391,A,West,false,2024-12-28,great
335,21,39335.5408789131,51.75159775928309,B,South,true,2022-05-11,bad
336,26,68712.40845920218,59.932895839051284,D,East,false,2022-05-24,bad
337,51,15283.850322110293,74.68014207326866,A,North,true,2020-08-20,great
338,62,23888.631242554817,87.32968054160044,D,East,false,2024-01-14,good
339,47,4419.074479450236,79.1314220833666,A,East,false,2023-07-05,good
340,26,27265.813245859994,35.6306573710285,A,East,false,2024-04-24,ok
341,32,9406.462353390823,74.5655009354539,A,East,true,2020-06-18,poor
342,79,25840.750829128443,71.08050359848868,D,East,false,2021-01-21,good
343,87,6317.239869573242,76.2083542805904,C,East,true,2024-05-21,great
344,72,34005.80687927211,94.24314522476811,B,West,true,2020-03-17,good
345,25,49991.59350332452,39.051425847928854,C,North,true,2022-07-17,ok
346,77,11771.72926211676,61.133448622133415,C,South,false,2022-01-09,ok
347,67,8870.28259887011,78.86359484190032,C,South,false,2024-09-12,ok
348,55,3925.2352548432773,46.276084008190864,C,East,true,2024-04-14,good
349,28,17798.494832624387,92.13923572080263,A,North,false,2024-06-26,great
350,89,13831.790103919267,75.52534919050987,B,South,false,2021-06-12,bad
351,49,6368.9154186506,82.69875978765106,C,West,true,2022-12-09,great
352,21,31647.51802448284,61.435845077173084,A,North,false,2023-07-02,great
353,33,15367.70785801718,82.20645534949315,B,East,false,2024-11-02,ok
354,46,9315.278988876134,86.02707333983557,A,East,true,2020-01-14,bad
355,22,14134.050235672803,73.49317030205752,D,South,true,2024-11-20,great
356,41,51898.42029130781,73.51601339048044,A,North,false,2021-10-11,poor
357,51,35680.14158958999,74.0551485892259,A,North,true,2020-08-22,poor
358,86,19850.394317931048,57.04982102890928,C,South,false,2023-01-29,poor
359,24,36144.64250377129,67.7870697963947,A,North,true,2023-11-28,bad
360,59,8701.67169374335,67.71216201321462,B,North,true,2020-08-25,ok
361,83,22604.314646069957,75.75090796530243,B,North,true,2020-03-15,bad
362,76,24781.62832762321,84.99736370365441,A,North,false,2024-06-26,poor
363,84,15125.400973632337,54.12195877032386,D,West,false,2024-09-01,poor
364,30,31206.031385912327,68.12486454520634,C,East,false,2020-10-12,poor
365,75,11797.62166451561,92.2218332148846,A,North,true,2024-07-09,good
366,88,33118.806301254604,58.84617656781154,C,East,false,2024-07-20,bad
367,41,34251.54722850883,57.6662497406452,C,North,false,2024-12-27,great
368,53,2135.107115166442,73.0345928774679,C,South,true,2021-01-30,great
369,56,57082.02587463485,82.6657778572798,C,North,false,2022-11-23,bad
370,53,1923.4850458563283,70.17139083340989,D,North,true,2024-12-21,good
371,38,13455.736229224256,89.93440885655484,B,North,false,2024-07-07,good
372,87,50025.01340441418,82.85190973849791,B,South,false,2023-01-09,great
373,86,17088.664360829927,82.62730100335092,C,South,true,2020-12-26,ok
374,45,6816.157761657439,78.3117475198614,D,South,true,2020-06-03,ok
375,75,9182.092057517722,104.91479650519128,C,East,false,2021-04-18,poor
376,46,50087.39191690618,66.92257466700934,A,East,true,2020-04-29,good
377,75,4735.281125015315,39.94716561900229,B,East,true,2020-12-22,great
378,60,54349.61891110713,94.06381542275712,C,East,true,2020-05-16,bad
379,51,21076.592021288765,63.13450853564761,A,East,false,2023-10-24,poor
380,27,8485.242317901051,71.6182066651455,D,South,true,2022-12-13,poor
381,65,13814.968291852949,89.64326027290791,D,North,true,2022-08-04,ok
382,41,9761.687139469614,45.966106884116115,D,South,false,2024-01-19,bad
383,33,44045.57448897675,NaN,A,North,true,2022-01-20,bad
384,31,39574.57904538022,45.9808309432172,C,West,false,2022-01-06,good
385,88,5567.331272608098,58.08795564961864,C,South,false,2021-01-13,poor
386,25,15948.599603176543,76.5945490902549,C,West,false,2022-03-23,good
387,75,11041.889660943554,77.86281764219156,D,West,true,2020-11-14,ok
388,80,61994.93547275813,74.1441126899283,B,South,false,2022-12-12,ok
389,20,7479.496123259089,48.8085117416145,C,West,false,2024-12-27,great
390,60,79489.74381851876,NaN,C,South,true,2022-08-31,poor
391,59,21447.518036053847,70.81530378085573,D,North,true,2021-06-30,ok
392,43,8694.556984581452,62.92335949542496,D,North,true,2023-06-11,great
393,66,12812.552748041195,76.89078657574917,B,North,true,2024-02-07,ok
